0.540,5.665,7.031,-6.019,0.109,-0.198,1.010,-2.172
6.762,-5.742,11.420,-13.176,0.120,-0.216,0.931,-2.038
4.192,-1.487,-1.142,4.346,0.112,-0.205,1.453,-2.779
-0.015,4.494,-8.687,16.967,0.096,-0.170,1.637,-2.974
-0.099,5.990,-5.591,18.737,0.087,-0.153,1.373,-2.849
3.145,-3.237,-9.411,19.982,0.074,-0.132,1.390,-2.643
1.461,0.608,-13.038,27.560,0.068,-0.115,1.497,-2.812
-4.000,6.532,-16.831,27.452,0.039,-0.064,1.327,-2.174
-3.332,5.178,-13.828,24.286,0.032,-0.053,1.093,-1.876
-3.332,5.178,-16.222,19.444,0.021,-0.040,1.074,-1.478
-5.068,3.379,-12.883,13.437,0.011,-0.027,0.780,-1.009
-5.364,1.418,-11.163,7.021,0.001,-0.016,0.577,-0.548
-5.364,1.418,-11.163,7.021,0.001,-0.016,0.577,-0.548
-4.880,-0.043,-8.361,2.848,-0.006,-0.010,0.339,-0.271
-4.880,-0.043,-8.361,2.848,-0.006,-0.010,0.339,-0.271
-5.352,-0.106,-9.109,1.917,-0.009,-0.009,0.340,-0.205
-4.844,-0.593,-6.653,0.703,-0.014,-0.006,0.163,-0.106
-4.677,-0.312,-6.159,1.225,-0.015,-0.005,0.126,-0.119
-4.402,-0.861,-5.955,-0.028,-0.016,-0.003,0.097,-0.042
-3.672,-0.875,-4.035,-0.580,-0.016,-0.003,-0.002,-0.011
-3.672,-0.875,-4.035,-0.580,-0.016,-0.003,-0.002,-0.011
-3.535,-0.682,-3.404,-0.562,-0.016,-0.003,-0.028,-0.011
-3.030,-0.960,-3.338,-0.336,-0.016,-0.003,-0.028,-0.019
-2.643,-0.541,-2.648,-0.018,-0.015,-0.003,-0.055,-0.035
-2.360,-0.380,-2.297,-0.253,-0.014,-0.002,-0.064,-0.017
-1.715,-0.105,-1.165,0.566,-0.013,-0.002,-0.110,-0.051
-1.351,0.695,-1.033,1.872,-0.012,-0.000,-0.092,-0.100
-1.713,0.141,-1.581,1.181,-0.011,-0.000,-0.061,-0.064
-1.507,0.262,-1.115,1.246,-0.011,0.000,-0.077,-0.057
-0.761,0.197,-0.855,0.500,-0.010,0.001,-0.078,-0.017
0.644,0.265,2.126,1.414,-0.007,0.001,-0.198,-0.055
1.252,0.924,2.591,1.435,-0.006,0.002,-0.201,-0.052
2.101,0.855,3.480,1.804,-0.004,0.002,-0.223,-0.063
1.480,1.333,2.195,2.236,-0.002,0.003,-0.134,-0.072
1.259,0.663,2.033,1.146,-0.001,0.003,-0.113,-0.014
1.171,0.968,1.757,1.551,-0.000,0.003,-0.090,-0.034
1.158,1.367,1.592,0.832,0.001,0.004,-0.072,0.004
1.278,0.522,1.224,0.884,0.001,0.004,-0.045,-0.000
0.928,0.524,0.627,0.740,0.001,0.004,-0.014,0.009
0.425,0.379,-0.152,0.493,0.001,0.003,0.023,0.018
-0.614,0.602,-1.725,0.693,0.000,0.003,0.086,0.008
-0.614,0.602,-1.725,0.693,0.000,0.003,0.086,0.008
-1.064,0.643,-2.125,0.660,-0.000,0.003,0.101,0.008
-0.688,0.338,-1.548,0.401,-0.002,0.003,0.058,0.021
-1.382,0.180,-2.610,-0.094,-0.003,0.003,0.095,0.041
-1.946,0.195,-6.551,6.951,-0.016,0.028,0.126,-0.000
