3.505,-10.844,-20.244,-26.457,-16.000,-0.331,-44.160,-18.388,4.359,-15.374,-16.000,0.003,17.534,-12.013
3.608,-10.858,-20.032,-26.422,-16.000,-0.335,-44.225,-18.380,4.532,-15.413,-16.000,0.000,17.561,-12.021
3.482,-10.868,-19.845,-26.280,-16.000,-0.341,-44.226,-18.383,4.357,-15.659,-16.000,-0.003,17.546,-12.007
3.574,-10.852,-19.927,-26.312,-16.000,-0.334,-44.233,-18.422,4.710,-15.696,-16.000,0.007,17.564,-12.035
3.807,-10.848,-20.018,-26.406,-16.000,-0.343,-44.225,-18.363,4.362,-15.593,-16.000,0.008,17.590,-12.053
3.677,-10.864,-19.997,-26.213,-16.000,-0.336,-44.365,-18.400,4.695,-15.590,-16.000,0.008,17.552,-12.003
3.668,-10.774,-20.126,-26.155,-16.000,-0.333,-44.140,-18.411,4.256,-15.493,-16.000,0.005,17.555,-12.025
3.669,-10.839,-19.988,-25.953,-16.000,-0.334,-44.138,-18.420,4.500,-15.437,-16.000,0.004,17.515,-11.987
3.681,-10.819,-20.303,-26.080,-16.000,-0.339,-44.148,-18.395,4.078,-15.761,-16.000,-0.001,17.534,-12.007
3.519,-10.816,-19.907,-25.997,-16.000,-0.324,-44.116,-18.451,4.202,-15.354,-16.000,-0.003,17.520,-11.987
3.598,-10.797,-20.245,-26.299,-16.000,-0.330,-43.876,-18.447,4.034,-15.418,-16.000,-0.003,17.477,-11.959
3.602,-10.858,-20.208,-26.374,-16.000,-0.343,-44.033,-18.449,4.487,-15.334,-16.000,0.018,17.493,-11.970
3.632,-10.871,-20.200,-26.469,-16.000,-0.343,-44.042,-18.444,4.475,-15.393,-16.000,0.018,17.511,-11.980
3.718,-10.851,-19.921,-26.435,-16.000,-0.337,-43.981,-18.450,4.042,-15.474,-16.000,0.003,17.563,-12.031
3.562,-10.807,-20.070,-26.027,-16.000,-0.339,-44.150,-18.466,4.158,-15.521,-16.000,0.005,17.552,-12.012
3.690,-10.787,-19.921,-25.709,-16.000,-0.335,-44.072,-18.474,4.134,-15.699,-16.000,0.001,17.566,-12.019
3.521,-10.791,-20.100,-25.947,-16.000,-0.333,-44.118,-18.501,4.087,-15.680,-16.000,-0.003,17.538,-12.003
3.612,-10.777,-19.971,-26.174,-16.000,-0.335,-44.080,-18.474,4.082,-15.535,-16.000,0.003,17.566,-12.022
3.641,-10.846,-19.720,-26.421,-16.000,-0.339,-44.116,-18.425,4.005,-15.608,-16.000,0.005,17.582,-12.033
3.489,-10.841,-19.858,-25.901,-16.000,-0.336,-44.270,-18.462,4.408,-15.449,-16.000,0.004,17.579,-12.022
3.691,-10.801,-19.934,-26.018,-16.000,-0.334,-44.232,-18.435,4.325,-15.791,-16.000,0.004,17.585,-12.035
3.653,-10.825,-19.808,-26.097,-16.000,-0.336,-44.153,-18.409,4.162,-15.741,-16.000,0.002,17.583,-12.038
3.633,-10.824,-19.853,-26.093,-16.000,-0.336,-44.187,-18.401,4.195,-15.750,-16.000,0.002,17.582,-12.040
3.533,-10.776,-20.100,-25.941,-16.000,-0.332,-44.403,-18.411,4.450,-15.839,-16.000,0.001,17.596,-12.059
3.667,-10.811,-19.795,-26.090,-16.000,-0.334,-44.262,-18.413,4.457,-15.419,-16.000,0.004,17.528,-11.973
3.595,-10.859,-20.010,-26.203,-16.000,-0.334,-44.215,-18.422,4.537,-15.723,-16.000,0.008,17.527,-11.985
3.663,-10.817,-19.661,-26.204,-16.000,-0.333,-44.035,-18.395,4.162,-15.395,-16.000,0.004,17.569,-12.039
3.475,-10.811,-20.060,-26.082,-16.000,-0.332,-44.129,-18.455,4.235,-15.634,-16.000,-0.002,17.531,-12.007
3.626,-10.805,-19.858,-26.072,-16.000,-0.338,-44.013,-18.440,3.912,-15.352,-16.000,0.009,17.549,-12.005
3.519,-10.846,-19.635,-25.961,-16.000,-0.335,-44.110,-18.495,4.568,-15.341,-16.000,0.010,17.487,-11.936
3.580,-10.758,-19.956,-26.081,-16.000,-0.337,-43.969,-18.456,3.873,-15.613,-16.000,0.001,17.579,-12.061
3.593,-10.837,-19.720,-26.155,-16.000,-0.337,-44.140,-18.491,4.192,-15.431,-16.000,0.003,17.545,-11.988
3.510,-10.778,-19.997,-26.050,-16.000,-0.334,-44.065,-18.479,4.197,-15.651,-16.000,0.000,17.564,-12.017
3.664,-10.789,-19.725,-26.001,-16.000,-0.333,-44.140,-18.454,4.231,-15.541,-16.000,0.004,17.568,-12.016
3.549,-10.781,-20.030,-25.947,-16.000,-0.332,-44.156,-18.499,4.020,-15.710,-16.000,0.007,17.569,-12.024
3.492,-10.774,-19.807,-25.902,-16.000,-0.326,-44.066,-18.517,4.098,-15.761,-16.000,0.004,17.531,-11.992
3.576,-10.788,-19.790,-25.880,-16.000,-0.330,-44.025,-18.467,4.272,-15.227,-16.000,0.003,17.522,-11.967
3.464,-10.775,-19.959,-26.000,-16.000,-0.330,-44.196,-18.474,4.338,-15.623,-16.000,0.009,17.571,-12.035
3.573,-10.776,-19.825,-25.963,-16.000,-0.330,-44.266,-18.469,4.376,-15.695,-16.000,0.009,17.586,-12.030
3.496,-10.781,-19.796,-26.135,-16.000,-0.330,-44.095,-18.466,3.918,-15.678,-16.000,0.005,17.577,-12.027
3.439,-10.781,-19.738,-26.118,-16.000,-0.330,-44.093,-18.492,3.949,-15.633,-16.000,0.005,17.568,-12.019
3.500,-10.808,-19.888,-26.221,-16.000,-0.329,-44.100,-18.497,4.095,-15.553,-16.000,0.006,17.567,-12.008
3.523,-10.817,-19.629,-25.767,-16.000,-0.329,-44.188,-18.523,4.485,-15.496,-16.000,-0.001,17.559,-12.007
3.535,-10.827,-20.051,-25.886,-16.000,-0.333,-43.990,-18.498,3.938,-15.599,-16.000,0.001,17.494,-11.939
3.524,-10.786,-19.838,-26.058,-16.000,-0.333,-43.944,-18.456,3.957,-15.480,-16.000,0.000,17.549,-12.021
3.578,-10.777,-19.757,-25.972,-16.000,-0.331,-44.075,-18.470,4.105,-15.618,-16.000,0.008,17.574,-12.028
3.614,-10.783,-19.969,-25.850,-16.000,-0.328,-44.192,-18.457,4.401,-15.592,-16.000,0.002,17.561,-12.007
3.557,-10.783,-19.865,-25.978,-16.000,-0.331,-43.906,-18.498,3.733,-15.629,-16.000,-0.001,17.523,-11.985
3.527,-10.752,-19.669,-25.777,-16.000,-0.328,-44.071,-18.537,4.495,-15.643,-16.000,0.001,17.561,-12.025
3.474,-10.788,-19.802,-25.729,-16.000,-0.313,-43.804,-18.524,3.986,-15.232,-16.000,-0.017,17.515,-11.953
3.459,-10.774,-19.888,-26.127,-16.000,-0.329,-43.957,-18.487,3.931,-15.459,-16.000,0.015,17.525,-11.990
3.489,-10.783,-19.669,-26.137,-16.000,-0.318,-43.933,-18.469,4.072,-15.443,-16.000,-0.016,17.565,-12.004
3.667,-10.829,-19.797,-26.168,-16.000,-0.335,-43.885,-18.514,3.880,-15.254,-16.000,0.008,17.510,-11.955
3.429,-10.803,-20.059,-25.899,-16.000,-0.327,-43.968,-18.535,4.207,-15.349,-16.000,0.010,17.514,-11.984
